,Unnamed: 0,customerid,bank_name_clients,employment_status_clients,level_of_education_clients,No_of_prevloans,Total_amount_borrowed,Total_amount_due,Average_termdays,last_approveddate,last_creationdate,last_closeddate,last_firstduedate,last_firstrepaiddate,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,good_bad_flag,age,bank_account_type_Current,bank_account_type_Other,bank_account_type_Savings,loan_close_time,loan_approval_time,loan_firstPayment_time
76,76,8a858e2d5bc95851015bc98eb8fc1575,GT Bank,6,4,3.0,30000.0,34500.0,15.0,2017-06-08 16:51:55,2017-06-08 15:51:48,2017-07-03 12:58:03,2017-06-23 00:00:00.000000,2017-07-03 12:47:54,301962824.0,4.0,2017-07-04 10:13:35.000000,2017-07-04 09:13:29.000000,10000.0,13000.0,30.0,Bad,37.0,False,False,True,24.0,1.0019444444444445,24.0
77,77,8a858f6057e2dba50157f3558ac902d4,GT Bank,4,0,4.0,40000.0,52000.0,30.0,2017-02-26 09:18:22,2017-02-26 08:18:12,2017-04-03 15:44:41,2017-03-28 00:00:00.000000,2017-04-03 15:29:32,301988324.0,5.0,2017-07-20 21:02:25.000000,2017-07-20 20:02:17.000000,10000.0,13000.0,30.0,Good,38.0,False,True,False,36.0,1.0027777777777778,36.0
78,78,8a858e885c63d379015c730aa5f46f8b,First Bank,1,4,1.0,10000.0,13000.0,30.0,2017-06-04 13:26:49,2017-06-04 12:26:36,2017-06-29 18:36:38,2017-07-04 00:00:00.000000,2017-06-29 18:26:28,301959281.0,2.0,2017-07-01 18:31:18.000000,2017-07-01 17:31:11.000000,10000.0,11500.0,15.0,Good,39.0,False,False,True,25.0,1.003611111111111,25.0
79,79,8a858e9156e137c601570b4d23a949fc,EcoBank,3,4,,,,,,,,,,,,,,,,,,37.0,False,True,False,,,
80,80,8a858fd35b5dfefb015b5e18a7ee15aa,First Bank,1,4,5.0,70000.0,85000.0,24.0,2017-06-24 12:01:45,2017-06-24 11:01:39,2017-07-20 19:17:28,2017-07-24 00:00:00.000000,2017-07-20 19:07:19,301988605.0,6.0,2017-07-21 02:37:12.000000,2017-07-21 01:36:50.000000,20000.0,24500.0,30.0,Good,36.0,False,False,True,26.0,1.0016666666666667,26.0
81,81,8a858eea5c82f136015c82f59f3201c7,Diamond Bank,6,4,1.0,10000.0,11500.0,15.0,2017-06-07 15:41:15,2017-06-07 14:40:07,2017-07-06 10:52:57,2017-06-23 00:00:00.000000,2017-07-06 10:42:49,301966918.0,2.0,2017-07-06 18:16:52.000000,2017-07-06 17:16:36.000000,10000.0,11500.0,15.0,Bad,34.0,False,False,True,28.0,1.018888888888889,28.0
82,82,8a858f305c8dd672015c9439eb1c6964,UBA,6,4,,,,,,,,,,,,,,,,,,33.0,False,False,True,,,
83,83,8a858f7e5c69a6e3015c74334d791005,GT Bank,1,4,1.0,10000.0,13000.0,30.0,2017-06-04 19:08:28,2017-06-04 18:08:17,2017-07-01 17:04:37,2017-07-04 00:00:00.000000,2017-07-01 16:54:28,301986459.0,2.0,2017-07-19 21:10:13.000000,2017-07-19 20:10:06.000000,10000.0,11500.0,15.0,Good,36.0,False,False,True,26.0,1.0030555555555556,26.0
84,84,8a858f8e597cf3f401598353f79a7171,First Bank,1,4,,,,,,,,,,,,,,,,,,33.0,False,False,True,,,
85,85,8a858e6a5bfd4b54015c067c589f44c6,GT Bank,6,4,3.0,30000.0,37500.0,25.0,2017-06-28 09:34:04,2017-06-28 08:33:57,2017-07-25 14:48:14,2017-07-28 00:00:00.000000,2017-07-25 14:38:05,301995422.0,4.0,2017-07-25 14:51:36.000000,2017-07-25 13:51:29.000000,20000.0,24500.0,30.0,Good,51.0,False,False,True,27.0,1.0019444444444445,27.0
86,86,8a858fa257d8223c0157e3c2a5e45d82,GT Bank,1,0,5.0,70000.0,82800.0,21.0,2017-05-23 16:25:02,2017-05-23 15:23:55,2017-07-01 17:36:32,2017-06-22 00:00:00.000000,2017-07-01 17:26:24,301973424.0,6.0,2017-07-11 17:07:53.000000,2017-07-11 16:07:48.000000,20000.0,22250.0,15.0,Good,32.0,False,True,False,39.0,1.0186111111111111,39.0
87,87,8a8589005384ab570153880ceba74594,GT Bank,1,0,,,,,,,,,,,,,,,,,,45.0,False,True,False,,,
88,88,8a8588dc536a1413015375acd19d4154,GT Bank,1,4,2.0,20000.0,26000.0,30.0,2017-06-03 17:56:56,2017-06-03 16:56:50,2017-07-03 12:27:19,2017-07-03 00:00:00.000000,2017-07-03 12:17:10,301966948.0,3.0,2017-07-06 18:32:18.000000,2017-07-06 17:32:12.000000,10000.0,13000.0,30.0,Bad,34.0,False,False,True,29.0,1.0016666666666667,29.0
89,89,8a858e225c404292015c4f19fdfb148a,GT Bank,1,4,2.0,20000.0,24500.0,22.5,2017-06-04 22:00:44,2017-06-04 21:00:38,2017-07-04 05:59:53,2017-07-04 00:00:00.000000,2017-07-04 04:59:54,301965605.0,3.0,2017-07-05 21:33:23.000000,2017-07-05 20:33:18.000000,10000.0,13000.0,30.0,Good,41.0,False,False,True,29.0,1.0016666666666667,29.0
90,90,8a858e865bd4175e015bd85ed8ed6940,GT Bank,1,4,2.0,20000.0,26000.0,30.0,2017-06-02 16:27:35,2017-06-02 15:27:27,2017-07-03 19:08:04,2017-07-03 00:00:00.000000,2017-07-03 18:57:56,301963117.0,3.0,2017-07-04 12:49:34.000000,2017-07-04 11:49:27.000000,10000.0,13000.0,30.0,Good,32.0,False,False,True,31.0,1.0022222222222221,31.0
91,91,8a858f73594ab1ea01595e72de584bca,GT Bank,1,4,6.0,60000.0,76500.0,27.5,2017-06-21 09:22:54,2017-06-21 08:22:48,2017-07-20 12:03:53,2017-07-21 00:00:00.000000,2017-07-20 11:53:44,301988141.0,7.0,2017-07-20 18:53:35.000000,2017-07-20 17:53:23.000000,15000.0,18375.0,30.0,Good,38.0,False,False,True,29.0,1.0016666666666667,29.0
92,92,8a858eb4588604f701589b300e2768ee,GT Bank,1,4,,,,,,,,,,,,,,,,,,36.0,False,False,True,,,
93,93,8a858ff5562dc3b601562e96135108e3,UBA,3,4,9.0,110000.0,134500.0,30.0,2017-06-11 09:54:04,2017-06-11 08:52:57,2017-07-06 18:03:07,2017-07-11 00:00:00.000000,2017-07-06 17:52:58,301974034.0,10.0,2017-07-12 06:39:01.000000,2017-07-12 05:38:55.000000,15000.0,16125.0,15.0,Good,28.0,False,True,False,25.0,1.0186111111111111,25.0
94,94,8a858fdc57b91cfc0157d2d576b01016,GT Bank,4,0,1.0,30000.0,39000.0,60.0,2017-06-08 09:46:35,2017-06-08 08:45:26,2017-07-17 10:44:45,2017-07-10 00:00:00.000000,2017-07-10 15:46:12,301983810.0,3.0,2017-07-18 13:07:20.000000,2017-07-18 12:07:12.000000,30000.0,39000.0,60.0,Bad,31.0,False,False,True,39.0,1.0191666666666668,32.0
95,95,8a858ef45cd09b8c015cd4d82f22728d,Access Bank,1,4,1.0,10000.0,13000.0,30.0,2017-06-23 13:21:49,2017-06-23 12:20:41,2017-07-26 07:13:39,2017-07-25 00:00:00.000000,2017-07-26 07:03:29,301998168.0,2.0,2017-07-27 06:39:58.000000,2017-07-27 05:39:50.000000,10000.0,13000.0,30.0,Good,29.0,False,False,True,32.0,1.018888888888889,32.0
96,96,8a858f1b5b256bc9015b2f7ff2d860fb,GT Bank,1,4,,,,,,,,,,,,,,,,,,31.0,False,False,True,,,
97,97,8a858f725b49c0c0015b4de5320b0e90,GT Bank,5,4,1.0,10000.0,13000.0,30.0,2017-04-08 15:30:15,2017-04-08 14:30:05,2017-05-05 08:31:32,2017-05-08 00:00:00.000000,2017-05-05 08:16:22,301995663.0,2.0,2017-07-25 17:22:09.000000,2017-07-25 16:20:58.000000,10000.0,13000.0,30.0,Bad,38.0,False,False,True,26.0,1.0027777777777778,26.0
98,98,8a858fc75cd62882015ce0364fc515ca,First Bank,1,4,,,,,,,,,,,,,,,,,,42.0,False,False,True,,,
99,99,8a858e205af28299015af2acd2ff06a6,GT Bank,1,4,2.0,20000.0,23000.0,15.0,2017-06-19 16:23:16,2017-06-19 15:23:10,2017-06-30 07:45:28,2017-07-04 00:00:00.000000,2017-06-30 07:35:18,301989020.0,3.0,2017-07-21 10:38:57.000000,2017-07-21 09:38:41.000000,10000.0,11500.0,15.0,Good,37.0,True,False,False,10.0,1.0016666666666667,10.0
100,100,8a858ed457a040d30157b40881a25091,GT Bank,1,1,7.0,100000.0,124100.0,30.0,2017-06-03 07:20:50,2017-06-03 06:20:33,2017-07-03 18:01:45,2017-07-03 00:00:00.000000,2017-07-03 17:51:36,301962790.0,8.0,2017-07-04 09:55:59.000000,2017-07-04 08:55:52.000000,30000.0,34500.0,30.0,Good,32.0,False,True,False,30.0,1.0047222222222223,30.0
101,101,8a858f2a5b3f2121015b42331f955db2,GT Bank,1,4,1.0,10000.0,11500.0,15.0,2017-05-11 22:43:01,2017-05-11 21:42:48,2017-05-29 23:36:53,2017-05-30 00:00:00.000000,2017-05-29 23:26:43,301972975.0,2.0,2017-07-11 12:55:21.000000,2017-07-11 11:55:16.000000,10000.0,11500.0,15.0,Good,32.0,False,False,True,18.0,1.003611111111111,18.0
102,102,8a858e285ba4bf33015ba50277171d93,Stanbic IBTC,1,4,4.0,50000.0,60500.0,22.5,2017-06-08 15:04:10,2017-06-08 14:04:03,2017-07-04 15:20:01,2017-07-10 00:00:00.000000,2017-07-04 15:09:52,301977500.0,5.0,2017-07-14 12:22:54.000000,2017-07-14 11:22:48.000000,20000.0,24500.0,30.0,Good,38.0,True,False,False,26.0,1.0019444444444445,26.0
103,103,8a858e225c404292015c4bc05b45616d,First Bank,1,4,2.0,20000.0,24500.0,22.5,2017-06-26 20:40:24,2017-06-26 19:40:18,2017-07-25 12:08:25,2017-07-26 00:00:00.000000,2017-07-25 11:58:17,301995444.0,3.0,2017-07-25 15:06:03.000000,2017-07-25 14:05:55.000000,10000.0,13000.0,30.0,Good,44.0,False,False,True,28.0,1.0016666666666667,28.0
104,104,8a858ee755a0c84a0155b50a08352311,GT Bank,1,4,9.0,160000.0,193100.0,31.666666666666668,2017-04-29 17:41:23,2017-04-29 16:41:16,2017-07-05 09:43:47,2017-05-30 00:00:00.000000,2017-06-02 19:12:26,301964845.0,10.0,2017-07-05 13:22:39.000000,2017-07-05 12:22:26.000000,20000.0,23000.0,30.0,Good,46.0,False,True,False,66.0,1.0019444444444445,34.0
105,105,8a8588f754a058cb0154b922d7fe1ffd,UBA,1,0,10.0,280000.0,336800.0,45.0,2017-06-14 06:43:34,2017-06-14 05:43:26,2017-07-14 12:55:12,2017-07-14 00:00:00.000000,2017-07-14 05:01:50,301977664.0,11.0,2017-07-14 13:44:33.000000,2017-07-14 12:44:25.000000,40000.0,48000.0,60.0,Bad,41.0,False,True,False,30.0,1.0022222222222221,29.0
106,106,8a858f305c8dd672015c92b0711a3333,Zenith Bank,1,4,1.0,10000.0,11500.0,15.0,2017-06-16 18:16:37,2017-06-16 17:15:29,2017-06-26 14:02:03,2017-07-03 00:00:00.000000,2017-06-26 13:51:54,301978946.0,2.0,2017-07-15 10:42:38.000000,2017-07-15 09:42:24.000000,10000.0,11500.0,15.0,Good,34.0,False,False,True,9.0,1.018888888888889,9.0
107,107,8a858f7e5c886ca9015c89471cef5b44,UBA,1,4,1.0,10000.0,13000.0,30.0,2017-06-08 21:13:18,2017-06-08 20:12:11,2017-07-10 07:33:58,2017-07-10 00:00:00.000000,2017-07-10 07:23:50,301970934.0,2.0,2017-07-10 08:10:13.000000,2017-07-10 07:10:08.000000,10000.0,13000.0,30.0,Good,34.0,False,False,True,31.0,1.0186111111111111,31.0
108,108,8a858e685c217d36015c2fedb165662b,GT Bank,1,4,,,,,,,,,,,,,,,,,,35.0,False,False,True,,,
109,109,8a858f5d5963fbb701597473936c208a,GT Bank,1,4,5.0,70000.0,88000.0,30.0,2017-06-11 15:53:30,2017-06-11 14:53:23,2017-07-10 17:57:11,2017-07-11 00:00:00.000000,2017-07-10 17:47:02,301972160.0,6.0,2017-07-10 21:13:58.000000,2017-07-10 20:12:52.000000,20000.0,24500.0,30.0,Good,39.0,False,False,True,29.0,1.0019444444444445,29.0
110,110,8a858fd85b685607015b70cf46b509b2,First Bank,1,4,4.0,50000.0,63500.0,30.0,2017-06-28 09:14:34,2017-06-28 08:14:27,2017-07-24 12:57:36,2017-07-28 00:00:00.000000,2017-07-24 12:47:27,302000027.0,5.0,2017-07-28 08:28:08.000000,2017-07-28 07:26:57.000000,20000.0,24500.0,30.0,Good,47.0,False,False,True,26.0,1.0019444444444445,26.0
111,111,8a858fa154e2912f01551033886c784b,GT Bank,1,0,4.0,38000.0,46400.0,22.5,2017-06-28 13:57:58,2017-06-28 12:57:51,2017-07-07 09:09:07,2017-07-13 00:00:00.000000,2017-07-07 08:58:58,301986934.0,5.0,2017-07-20 08:01:05.000000,2017-07-20 07:00:58.000000,10000.0,11500.0,15.0,Good,35.0,False,False,True,8.0,1.0019444444444445,8.0
112,112,8a858e5357d823010157ddcb238e0d02,Sterling Bank,1,0,3.0,30000.0,39000.0,30.0,2017-05-23 09:49:11,2017-05-23 08:49:03,2017-07-02 13:37:45,2017-06-22 00:00:00.000000,2017-07-02 13:27:36,301972423.0,4.0,2017-07-11 06:16:21.000000,2017-07-11 05:16:15.000000,10000.0,13000.0,30.0,Bad,33.0,False,True,False,40.0,1.0022222222222221,40.0
113,113,8a8588fd53f1099e01540ec7527b308c,Diamond Bank,1,0,14.0,340000.0,398200.0,32.142857142857146,2017-06-26 13:11:24,2017-06-26 12:11:17,2017-07-25 21:23:47,2017-07-26 00:00:00.000000,2017-07-25 21:13:37,301996180.0,15.0,2017-07-26 01:45:33.000000,2017-07-26 00:44:19.000000,40000.0,44000.0,30.0,Bad,43.0,False,False,True,29.0,1.0019444444444445,29.0
114,114,8a858eba5c884d2a015c8bea59385157,Heritage Bank,1,4,2.0,20000.0,24500.0,22.5,2017-06-22 08:44:48,2017-06-22 07:44:41,2017-07-03 19:56:14,2017-07-10 00:00:00.000000,2017-07-03 19:46:05,301965167.0,3.0,2017-07-05 16:38:39.000000,2017-07-05 15:38:34.000000,20000.0,24500.0,30.0,Good,41.0,False,False,True,11.0,1.0019444444444445,11.0
115,115,8a8588235384a58d0153a80649f43890,Zenith Bank,1,0,,,,,,,,,,,,,,,,,,48.0,False,True,False,,,
116,116,8a858e415c5a2000015c5a85158e2fd3,GT Bank,6,4,,,,,,,,,,,,,,,,,,35.0,False,False,True,,,
117,117,8a858f11594a388001595ad3f6c06395,EcoBank,6,4,6.0,60000.0,77050.0,30.0,2017-06-02 13:42:38,2017-06-02 12:42:33,2017-07-03 12:24:11,2017-07-03 00:00:00.000000,2017-07-03 12:14:02,301961303.0,7.0,2017-07-03 16:01:47.000000,2017-07-03 15:01:43.000000,10000.0,11500.0,30.0,Good,31.0,False,False,True,30.0,1.0013888888888889,30.0
118,118,8a8588dd54a3ead30154ada314c44e09,GT Bank,1,1,6.0,110000.0,128000.0,22.5,2017-06-22 09:38:21,2017-06-22 08:38:12,2017-07-24 23:55:23,2017-07-24 00:00:00.000000,2017-07-24 23:45:14,301994878.0,7.0,2017-07-25 09:33:43.000000,2017-07-25 08:33:35.000000,30000.0,39000.0,60.0,Good,43.0,False,True,False,32.0,1.0025,32.0
119,119,8a85886f54517ee0015470749d3c3ce7,GT Bank,3,0,21.0,640000.0,711475.0,25.0,2017-06-27 18:44:21,2017-06-27 17:44:13,2017-07-15 20:45:56,2017-07-27 00:00:00.000000,2017-07-15 20:35:46,301979680.0,22.0,2017-07-15 20:48:14.000000,2017-07-15 19:48:08.000000,50000.0,52500.0,30.0,Good,39.0,False,True,False,18.0,1.0022222222222221,18.0
120,120,8a858e5856b7840c0156c2db475368e4,Diamond Bank,4,4,4.0,45000.0,57375.0,30.0,2017-06-27 08:14:20,2017-06-27 07:13:13,2017-07-15 12:37:59,2017-07-27 00:00:00.000000,2017-07-15 12:27:50,301995624.0,5.0,2017-07-25 17:01:26.000000,2017-07-25 16:01:19.000000,10000.0,12250.0,30.0,Good,29.0,False,True,False,18.0,1.0186111111111111,18.0
121,121,8a858eda552adcc2015553a6385628e7,Fidelity Bank,1,4,4.0,40000.0,52000.0,30.0,2017-06-05 16:40:27,2017-06-05 15:40:21,2017-07-04 16:01:11,2017-07-05 00:00:00.000000,2017-07-04 15:51:01,301964307.0,5.0,2017-07-05 08:01:14.000000,2017-07-05 07:01:07.000000,10000.0,13000.0,30.0,Good,36.0,False,False,True,29.0,1.0016666666666667,28.0
122,122,8a858ee45beda286015befb09fca0d6f,GT Bank,6,4,,,,,,,,,,,,,,,,,,36.0,False,False,True,,,
123,123,8a858e885c63d379015c682355b72343,GT Bank,1,0,1.0,10000.0,13000.0,30.0,2017-06-13 09:57:57,2017-06-13 08:57:48,2017-07-01 22:14:11,2017-07-13 00:00:00.000000,2017-07-01 22:04:00,301959492.0,2.0,2017-07-01 22:31:57.000000,2017-07-01 21:31:51.000000,10000.0,13000.0,30.0,Good,43.0,False,False,True,18.0,1.0025,18.0
124,124,8a858f955cc6631f015ccabe708129ed,Access Bank,6,4,1.0,10000.0,13000.0,30.0,2017-06-22 15:28:44,2017-06-22 14:27:33,2017-07-06 15:16:12,2017-07-24 00:00:00.000000,2017-07-06 15:06:03,301967059.0,2.0,2017-07-06 20:12:28.000000,2017-07-06 19:12:23.000000,10000.0,13000.0,30.0,Bad,32.0,False,False,True,14.0,1.0197222222222222,13.0
125,125,8a858eda5c8863ff015c911534db43b8,Access Bank,1,4,1.0,10000.0,11500.0,15.0,2017-07-12 14:52:36,2017-07-12 13:51:23,2017-07-16 19:29:30,2017-07-27 00:00:00.000000,2017-07-16 19:19:21,301981584.0,2.0,2017-07-17 10:59:02.000000,2017-07-17 09:58:55.000000,10000.0,11500.0,15.0,Good,38.0,False,False,True,4.0,1.0202777777777778,4.0
126,126,8a858e0256b781d80156d77deb7222b8,Diamond Bank,3,0,6.0,70000.0,84575.0,25.0,2017-05-26 08:30:29,2017-05-26 07:30:23,2017-06-28 09:08:26,2017-06-28 00:00:00.000000,2017-06-28 08:58:17,301992928.0,7.0,2017-07-24 09:22:08.000000,2017-07-24 08:22:01.000000,30000.0,34500.0,30.0,Good,56.0,False,True,False,33.0,1.0016666666666667,33.0
127,127,8a858f1f5c834d4f015c85f0235d6562,GT Bank,6,4,,,,,,,,,,,,,,,,,,46.0,False,False,True,,,
128,128,8a858fd45a4260bc015a469e3c74060a,UBA,1,4,1.0,10000.0,13000.0,30.0,2017-02-16 12:24:46,2017-02-16 11:23:39,2017-04-08 09:07:26,2017-03-20 00:00:00.000000,2017-04-08 08:52:17,301959541.0,2.0,2017-07-01 23:33:16.000000,2017-07-01 22:32:09.000000,10000.0,13000.0,30.0,Bad,29.0,False,False,True,50.0,1.0186111111111111,50.0
129,129,8a8589b953bc23f70153c871f9e25781,First Bank,1,4,5.0,100000.0,115750.0,24.0,2017-06-22 08:37:23,2017-06-22 07:37:15,2017-07-21 17:00:05,2017-07-24 00:00:00.000000,2017-07-21 16:49:56,301992985.0,6.0,2017-07-24 09:59:26.000000,2017-07-24 08:59:20.000000,30000.0,34500.0,30.0,Good,38.0,False,False,True,29.0,1.0022222222222221,29.0
130,130,8a8589b953bc23f70153c79a4b241b3d,GT Bank,1,1,16.0,440000.0,505600.0,30.0,2017-06-23 10:24:35,2017-06-23 09:23:28,2017-07-24 14:28:47,2017-07-24 00:00:00.000000,2017-07-24 14:18:38,301993987.0,17.0,2017-07-24 18:24:23.000000,2017-07-24 17:24:15.000000,40000.0,44000.0,30.0,Bad,37.0,False,True,False,31.0,1.0186111111111111,31.0
131,131,8a858f035ab947e3015abdb1094c6d45,GT Bank,1,4,6.0,70000.0,79000.0,15.0,2017-06-20 15:24:55,2017-06-20 14:23:49,2017-06-24 12:50:39,2017-07-05 00:00:00.000000,2017-06-24 12:40:29,301992753.0,7.0,2017-07-24 07:07:23.000000,2017-07-24 06:07:16.000000,10000.0,10750.0,15.0,Good,33.0,False,False,True,3.0,1.0183333333333333,3.0
132,132,8a858f1f586c8fc801586cc4516e1b5c,Skye Bank,1,4,2.0,20000.0,26000.0,30.0,2017-05-12 08:44:02,2017-05-12 07:43:55,2017-07-06 13:40:31,2017-06-12 00:00:00.000000,2017-07-06 13:30:22,301993882.0,3.0,2017-07-24 17:26:30.000000,2017-07-24 16:26:13.000000,10000.0,13000.0,30.0,Good,41.0,False,False,True,55.0,1.0019444444444445,55.0
133,133,8a858fc65d138f01015d14ba1ceb685b,First Bank,6,4,,,,,,,,,,,,,,,,,,48.0,False,False,True,,,
134,134,8a858ef35d0cff86015d0d51923d2548,Stanbic IBTC,1,4,,,,,,,,,,,,,,,,,,38.0,False,False,True,,,
135,135,8a858fe758dc437a0158eb12515362d4,GT Bank,6,4,4.0,50000.0,63500.0,30.0,2017-06-29 18:24:51,2017-06-29 17:24:44,2017-07-20 21:15:47,2017-07-31 00:00:00.000000,2017-07-20 21:05:38,301988346.0,5.0,2017-07-20 21:17:57.000000,2017-07-20 20:17:52.000000,20000.0,24500.0,30.0,Good,38.0,False,False,True,21.0,1.0019444444444445,21.0
136,136,8a858e425d5c1d76015d5fd6a1004453,GT Bank,6,4,1.0,10000.0,11500.0,15.0,2017-07-20 13:27:15,2017-07-20 12:27:02,2017-07-30 16:22:45,2017-08-04 00:00:00.000000,2017-07-30 16:12:35,302003687.0,2.0,2017-07-30 16:56:35.000000,2017-07-30 15:56:28.000000,10000.0,11500.0,15.0,Good,43.0,False,False,True,10.0,1.003611111111111,10.0
137,137,8a858f74584a54aa015854d6e7027ac1,UBA,1,0,7.0,70000.0,89500.0,27.857142857142858,2017-06-13 22:11:11,2017-06-13 21:10:04,2017-07-17 19:52:51,2017-07-13 00:00:00.000000,2017-07-17 19:42:43,301983119.0,8.0,2017-07-18 07:15:26.000000,2017-07-18 06:15:19.000000,10000.0,13000.0,30.0,Good,44.0,False,True,False,33.0,1.0186111111111111,33.0
138,138,8a858fca5c35df2c015c39ad8695343e,GT Bank,1,4,,,,,,,,,,,,,,,,,,43.0,False,False,True,,,
139,139,8a858ffe5ab2b16a015ab3180c915303,Keystone Bank,1,4,,,,,,,,,,,,,,,,,,37.0,False,False,True,,,
140,140,8a858fe55656a93801565e0c6d4575d6,First Bank,1,4,,,,,,,,,,,,,,,,,,41.0,False,True,False,,,
141,141,8a8589f853f100fb015409cd02170e67,GT Bank,1,4,5.0,65000.0,81875.0,30.0,2017-06-09 10:29:29,2017-06-09 09:29:23,2017-07-07 12:22:45,2017-07-10 00:00:00.000000,2017-07-07 12:12:36,301967896.0,6.0,2017-07-07 12:26:14.000000,2017-07-07 11:26:02.000000,20000.0,24500.0,30.0,Good,47.0,False,False,True,28.0,1.0016666666666667,28.0
142,142,8a858f5d5963fbb701596945e671298c,Zenith Bank,1,4,10.0,210000.0,242500.0,24.0,2017-06-24 13:04:11,2017-06-24 12:04:04,2017-07-26 05:56:32,2017-07-24 00:00:00.000000,2017-07-24 17:02:53,301998600.0,11.0,2017-07-27 11:39:20.000000,2017-07-27 10:39:13.000000,40000.0,44000.0,30.0,Good,36.0,False,False,True,31.0,1.0019444444444445,30.0
143,143,8a858ea75ba01fdf015ba4313c283d37,Union Bank,6,4,,,,,,,,,,,,,,,,,,47.0,False,False,True,,,
144,144,8a858fee5863a049015864ec37223d8b,Access Bank,1,4,3.0,30000.0,37500.0,25.0,2017-05-30 08:25:31,2017-05-30 07:25:14,2017-07-20 16:15:30,2017-06-30 00:00:00.000000,2017-07-20 16:05:21,301998742.0,4.0,2017-07-27 13:01:33.000000,2017-07-27 12:01:27.000000,10000.0,11500.0,15.0,Bad,32.0,False,False,True,51.0,1.0047222222222223,51.0
145,145,8a858f305c8dd672015c9cc94b4c2adb,Diamond Bank,1,4,,,,,,,,,,,,,,,,,,34.0,False,False,True,,,
146,146,8a8589b953bc23f70153ccc3fd3519c7,GT Bank,1,0,2.0,30000.0,36000.0,30.0,2017-06-02 08:35:19,2017-06-02 07:35:11,2017-06-24 16:15:51,2017-07-03 00:00:00.000000,2017-06-24 16:05:42,301993240.0,5.0,2017-07-24 12:05:59.000000,2017-07-24 11:05:52.000000,10000.0,10750.0,15.0,Good,47.0,False,False,True,22.0,1.0022222222222221,22.0
147,147,8a858ebc5bd450fe015bd5375abb3175,GT Bank,6,4,,,,,,,,,,,,,,,,,,32.0,False,False,True,,,
148,148,8a858fcf558237b401558b07734101d6,Zenith Bank,3,1,9.0,226000.0,263500.0,35.0,2017-06-24 10:30:31,2017-06-24 09:30:24,2017-07-20 07:28:02,2017-07-24 00:00:00.000000,2017-07-20 07:17:53,301995887.0,10.0,2017-07-25 20:14:09.000000,2017-07-25 19:14:02.000000,20000.0,21000.0,15.0,Good,33.0,False,True,False,25.0,1.0019444444444445,25.0
149,149,8a858f98560bbe110156217f2b324081,GT Bank,4,0,1.0,10000.0,13000.0,30.0,2016-07-25 11:01:46,2016-07-25 10:01:38,2016-09-05 16:15:34,2016-08-24 00:00:00.000000,2016-09-05 16:00:31,301985800.0,2.0,2017-07-19 14:29:39.000000,2017-07-19 13:28:24.000000,10000.0,13000.0,30.0,Good,30.0,False,True,False,42.0,1.0022222222222221,42.0
150,150,8a858f1b5b256bc9015b2f5280ff57dd,GT Bank,1,4,2.0,20000.0,23000.0,15.0,2017-06-14 13:17:29,2017-06-14 12:17:22,2017-06-25 16:00:58,2017-06-29 00:00:00.000000,2017-06-25 15:50:49,301958704.0,3.0,2017-07-01 09:12:30.000000,2017-07-01 08:12:24.000000,10000.0,11500.0,15.0,Good,35.0,False,False,True,11.0,1.0019444444444445,11.0
151,151,8a858f9f5bd99987015be35f3b5730fe,GT Bank,6,4,2.0,20000.0,26000.0,30.0,2017-06-15 19:18:14,2017-06-15 18:18:07,2017-07-15 07:47:58,2017-07-17 00:00:00.000000,2017-07-15 07:37:49,301979105.0,3.0,2017-07-15 12:50:55.000000,2017-07-15 11:50:48.000000,10000.0,13000.0,30.0,Bad,40.0,False,False,True,29.0,1.0019444444444445,29.0
152,152,8a858ed55c63db54015c705c10a864c9,GT Bank,1,4,1.0,10000.0,13000.0,30.0,2017-06-04 01:19:26,2017-06-04 00:19:08,2017-07-06 12:06:23,2017-07-04 00:00:00.000000,2017-07-06 11:56:15,301988283.0,2.0,2017-07-20 20:36:23.000000,2017-07-20 19:36:15.000000,10000.0,13000.0,30.0,Bad,45.0,False,False,True,32.0,1.005,32.0
153,153,8a858e595b42b641015b42bed45707ec,GT Bank,1,4,4.0,50000.0,59000.0,18.75,2017-05-30 08:42:50,2017-05-30 07:42:43,2017-06-29 09:57:22,2017-06-29 00:00:00.000000,2017-06-29 09:47:14,301969772.0,5.0,2017-07-08 22:57:42.000000,2017-07-08 21:57:31.000000,20000.0,24500.0,30.0,Good,35.0,False,False,True,30.0,1.0019444444444445,30.0
154,154,8a858eda5984353b01598957192919d7,UBA,1,4,,,,,,,,,,,,,,,,,,42.0,False,False,True,,,
155,155,8a858f0c57d3fe8e0157dcd14f854fb7,EcoBank,1,1,2.0,20000.0,26000.0,30.0,2017-06-06 09:42:08,2017-06-06 08:41:55,2017-07-26 20:35:16,2017-07-07 00:00:00.000000,2017-07-26 20:25:07,301998723.0,3.0,2017-07-27 12:46:25.000000,2017-07-27 11:46:19.000000,10000.0,13000.0,30.0,Bad,38.0,False,False,True,50.0,1.003611111111111,50.0
156,156,8a8589d754a05c0a0154a492f1746b13,Skye Bank,1,4,,,,,,,,,,,,,,,,,,52.0,False,False,True,,,
157,157,8a8588f6548fb0c20154957369615d27,First Bank,4,3,,,,,,,,,,,,,,,,,,40.0,False,False,True,,,
158,158,8a858e035b62dff0015b63c73aba6d9a,Zenith Bank,1,4,,,,,,,,,,,,,,,,,,40.0,False,False,True,,,
