No_of_prevloans,Total_amount_due,Average_termdays,loannumber,good_bad_flag,age,bank_account_type_Current,loan_approval_time,loan_firstPayment_time
2.0,23000.0,15.0,3.0,1,44.0,1,1.0019444444444443,9.0
6.0,154700.0,37.5,7.0,1,35.0,0,1.018888888888889,23.0
5.0,57750.0,27.0,6.0,1,34.0,0,1.0186111111111111,31.0
1.0,13000.0,30.0,2.0,1,34.0,0,1.018888888888889,33.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.018888888888889,12.0
4.0,45625.0,15.0,5.0,0,41.0,0,1.0016666666666667,15.0
2.0,26000.0,30.0,3.0,0,46.0,0,1.0019444444444443,38.0
4.0,56750.0,15.0,5.0,0,46.0,0,1.0019444444444443,14.0
3.0,36000.0,20.0,4.0,1,37.0,0,1.0016666666666667,24.0
1.0,11500.0,15.0,2.0,1,42.0,0,1.0044444444444445,14.0
15.0,338775.0,20.0,16.0,1,37.0,0,1.0019444444444443,10.0
2.0,23000.0,15.0,3.0,1,39.0,0,1.0019444444444443,7.0
7.0,139500.0,21.428571428571427,8.0,1,32.0,0,1.0016666666666667,28.0
1.0,13000.0,30.0,2.0,1,44.0,0,1.018888888888889,26.0
13.0,381675.0,38.07692307692308,14.0,1,36.0,0,1.002222222222222,29.0
5.0,59000.0,21.0,6.0,1,42.0,0,1.0019444444444443,27.0
2.0,26000.0,30.0,3.0,0,34.0,0,1.0019444444444443,36.0
4.0,58500.0,18.75,5.0,1,36.0,0,1.0033333333333334,29.0
1.0,11500.0,15.0,2.0,1,41.0,0,1.02,4.0
1.0,11500.0,15.0,2.0,1,35.0,0,1.002222222222222,13.0
8.0,169200.0,18.75,9.0,1,37.0,0,1.018333333333333,31.0
1.0,13000.0,30.0,2.0,1,35.0,0,1.0033333333333334,44.0
1.0,11500.0,15.0,2.0,1,53.0,0,1.0047222222222223,6.0
9.0,223687.5,36.66666666666666,10.0,1,36.0,0,1.0019444444444443,28.0
11.0,136850.0,15.0,12.0,0,37.0,0,1.018333333333333,17.0
1.0,11500.0,15.0,2.0,1,43.0,0,1.0194444444444444,7.0
8.0,255400.0,46.875,9.0,0,38.0,0,1.002222222222222,14.0
6.0,108100.0,25.0,7.0,1,36.0,0,1.0016666666666667,28.0
6.0,124100.0,32.5,7.0,1,38.0,0,1.0041666666666669,50.0
1.0,13000.0,30.0,2.0,0,39.0,0,1.0047222222222223,30.0
1.0,13000.0,30.0,2.0,1,36.0,0,1.018888888888889,25.0
12.0,217600.0,25.0,13.0,0,49.0,0,1.0186111111111111,31.0
12.0,320675.0,22.5,13.0,1,49.0,0,1.0186111111111111,27.0
6.0,92750.0,17.5,7.0,1,36.0,0,1.0019444444444443,35.0
2.0,26000.0,30.0,3.0,0,41.0,0,1.0016666666666667,29.0
12.0,324300.0,42.5,13.0,1,45.0,0,1.0016666666666667,25.0
9.0,188900.0,21.666666666666668,10.0,1,41.0,0,1.0186111111111111,16.0
1.0,13000.0,30.0,2.0,0,40.0,0,1.0019444444444443,28.0
13.0,336825.0,38.07692307692308,14.0,0,36.0,0,1.0019444444444443,32.0
3.0,34500.0,15.0,4.0,0,46.0,0,1.0019444444444443,14.0
4.0,61150.0,26.25,5.0,0,41.0,0,1.0186111111111111,16.0
1.0,11500.0,15.0,2.0,1,49.0,0,1.002222222222222,4.0
4.0,52000.0,30.0,5.0,0,34.0,0,1.002222222222222,56.0
12.0,173800.0,27.5,13.0,1,36.0,0,1.0019444444444443,7.0
2.0,26000.0,30.0,3.0,1,49.0,0,1.002222222222222,28.0
2.0,23000.0,15.0,3.0,0,32.0,0,1.0016666666666667,16.0
1.0,11500.0,15.0,2.0,1,41.0,0,1.018888888888889,14.0
1.0,11500.0,15.0,2.0,0,31.0,0,1.018888888888889,13.0
4.0,46000.0,15.0,5.0,1,39.0,0,1.0041666666666669,25.0
1.0,11500.0,15.0,2.0,1,30.0,0,1.0194444444444444,13.0
4.0,62000.0,26.25,5.0,1,37.0,0,1.0019444444444443,29.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.0186111111111111,23.0
8.0,184675.0,24.375,9.0,1,29.0,0,1.018888888888889,29.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.0194444444444444,15.0
1.0,11500.0,15.0,2.0,1,39.0,0,1.0016666666666667,12.0
1.0,11500.0,15.0,2.0,1,39.0,0,1.0194444444444444,14.0
9.0,210800.0,26.666666666666668,10.0,1,40.0,0,1.0016666666666667,29.0
11.0,244600.0,24.545454545454547,12.0,0,44.0,0,1.0019444444444443,29.0
1.0,13000.0,30.0,2.0,1,33.0,0,1.0033333333333334,20.0
8.0,267300.0,48.75,9.0,1,44.0,0,1.0019444444444443,30.0
3.0,37500.0,25.0,4.0,0,41.0,0,1.003611111111111,31.0
14.0,472400.0,25.714285714285715,15.0,1,43.0,0,1.0019444444444443,26.0
2.0,26000.0,30.0,3.0,1,32.0,0,1.0016666666666667,33.0
11.0,356500.0,40.90909090909091,12.0,1,48.0,0,1.0019444444444443,30.0
10.0,271900.0,24.0,11.0,0,37.0,0,1.0016666666666667,28.0
12.0,330425.0,42.5,13.0,1,29.0,0,1.0016666666666667,33.0
2.0,24500.0,22.5,3.0,1,39.0,0,1.0019444444444443,13.0
1.0,13000.0,30.0,2.0,1,40.0,0,1.0197222222222222,10.0
1.0,13000.0,30.0,2.0,0,31.0,0,1.018888888888889,32.0
4.0,60500.0,22.5,5.0,1,45.0,0,1.0033333333333334,27.0
2.0,23000.0,15.0,3.0,1,35.0,0,1.002222222222222,12.0
4.0,46750.0,18.75,5.0,1,39.0,0,1.0019444444444443,29.0
1.0,11500.0,15.0,2.0,1,47.0,0,1.0033333333333334,2.0
3.0,39000.0,30.0,4.0,0,32.0,0,1.0019444444444443,35.0
13.0,418600.0,34.61538461538461,14.0,1,48.0,0,1.0186111111111111,29.0
7.0,145600.0,30.0,8.0,1,28.0,0,1.018333333333333,29.0
1.0,11500.0,15.0,2.0,0,39.0,0,1.018888888888889,26.0
3.0,36000.0,20.0,4.0,1,45.0,0,1.0016666666666667,27.0
8.0,182300.0,31.875,9.0,0,43.0,0,1.0016666666666667,29.0
1.0,13000.0,30.0,2.0,1,31.0,0,1.5433333333333332,24.0
6.0,130600.0,30.0,7.0,1,38.0,0,1.0019444444444443,30.0
11.0,210700.0,31.363636363636363,12.0,0,38.0,0,1.0019444444444443,53.0
1.0,11500.0,15.0,2.0,1,36.0,0,1.0191666666666668,14.0
1.0,13000.0,30.0,2.0,0,48.0,0,1.0038888888888888,33.0
7.0,168450.0,23.571428571428573,8.0,1,46.0,0,1.0016666666666667,26.0
4.0,75000.0,30.0,5.0,1,38.0,0,1.0019444444444443,29.0
2.0,26000.0,30.0,3.0,0,41.0,0,1.0016666666666667,29.0
3.0,38500.0,30.0,4.0,1,35.0,0,1.0016666666666667,30.0
1.0,13000.0,30.0,2.0,1,44.0,0,1.0038888888888888,29.0
5.0,81250.0,18.0,6.0,1,35.0,0,1.0016666666666667,10.0
2.0,23000.0,15.0,3.0,0,41.0,0,1.0016666666666667,27.0
1.0,13000.0,30.0,2.0,0,49.0,0,1.018888888888889,47.0
9.0,153975.0,30.0,10.0,1,47.0,0,1.002222222222222,28.0
3.0,39000.0,30.0,4.0,1,34.0,0,1.002222222222222,28.0
2.0,26000.0,30.0,3.0,1,32.0,0,1.0013888888888889,30.0
2.0,26000.0,30.0,3.0,1,45.0,0,1.0025,21.0
15.0,382650.0,26.0,16.0,1,40.0,0,1.002222222222222,28.0
5.0,63500.0,27.0,6.0,0,33.0,0,1.0019444444444443,38.0
7.0,130150.0,30.0,8.0,1,53.0,0,1.0019444444444443,26.0
7.0,131700.0,25.714285714285715,8.0,1,36.0,0,1.0016666666666667,26.0
6.0,112500.0,30.0,7.0,1,36.0,0,1.0186111111111111,28.0
7.0,137150.0,19.285714285714285,8.0,1,33.0,0,1.0016666666666667,29.0
3.0,39000.0,30.0,4.0,1,36.0,0,1.0016666666666667,39.0
1.0,13000.0,30.0,2.0,0,38.0,0,1.018888888888889,32.0
9.0,256900.0,30.0,10.0,1,57.0,0,1.0016666666666667,30.0
1.0,11500.0,15.0,2.0,1,46.0,0,1.018888888888889,16.0
1.0,11500.0,15.0,2.0,1,42.0,0,1.0191666666666668,14.0
2.0,24500.0,22.5,3.0,0,35.0,0,1.0019444444444443,31.0
3.0,37500.0,25.0,4.0,1,38.0,0,1.0016666666666667,30.0
2.0,26000.0,30.0,3.0,0,35.0,0,1.0019444444444443,47.0
1.0,13000.0,30.0,2.0,1,43.0,0,1.018888888888889,22.0
3.0,49000.0,25.0,4.0,0,36.0,0,1.0019444444444443,33.0
1.0,11500.0,15.0,2.0,1,35.0,0,1.018888888888889,13.0
1.0,11500.0,15.0,2.0,0,41.0,0,1.018888888888889,19.0
2.0,26000.0,30.0,3.0,1,47.0,0,1.0019444444444443,32.0
12.0,180625.0,16.25,13.0,0,33.0,0,1.0019444444444443,15.0
11.0,360900.0,49.09090909090909,12.0,1,37.0,0,1.0027777777777778,31.0
6.0,78000.0,30.0,7.0,0,29.0,0,1.0016666666666667,36.0
2.0,23000.0,15.0,3.0,0,37.0,0,1.0016666666666667,11.0
1.0,11500.0,15.0,2.0,1,44.0,0,1.0191666666666668,20.0
14.0,264800.0,20.357142857142858,15.0,1,40.0,0,1.0186111111111111,26.0
5.0,72800.0,24.0,6.0,1,42.0,0,1.0044444444444445,40.0
7.0,123900.0,17.142857142857142,8.0,1,37.0,0,1.003611111111111,31.0
1.0,13000.0,30.0,2.0,0,35.0,0,1.0030555555555556,20.0
3.0,36000.0,20.0,4.0,1,41.0,0,1.0016666666666667,28.0
5.0,111850.0,27.0,6.0,1,42.0,0,1.0019444444444443,12.0
8.0,157100.0,28.125,9.0,1,51.0,1,1.0019444444444443,34.0
1.0,11500.0,15.0,2.0,1,46.0,0,1.0186111111111111,15.0
5.0,105300.0,24.0,6.0,1,34.0,0,1.0072222222222222,30.0
1.0,13000.0,30.0,2.0,1,36.0,0,1.018888888888889,29.0
2.0,23000.0,15.0,3.0,1,31.0,0,1.0019444444444443,3.0
1.0,13000.0,30.0,2.0,1,40.0,0,1.0186111111111111,32.0
3.0,37500.0,25.0,4.0,1,38.0,0,1.0019444444444443,20.0
4.0,47500.0,22.5,5.0,1,40.0,0,1.0016666666666667,25.0
2.0,26000.0,30.0,3.0,1,46.0,0,1.0019444444444443,29.0
8.0,180200.0,31.875,9.0,1,52.0,0,1.0016666666666667,26.0
6.0,123400.0,17.5,7.0,1,39.0,0,1.0016666666666667,28.0
1.0,13000.0,30.0,2.0,1,41.0,1,1.002222222222222,25.0
9.0,184487.5,26.666666666666668,10.0,1,41.0,0,1.0016666666666667,28.0
2.0,24500.0,22.5,3.0,1,32.0,0,1.0055555555555555,23.0
7.0,124800.0,30.0,8.0,1,42.0,0,1.0019444444444443,30.0
3.0,39000.0,30.0,4.0,1,32.0,0,1.0016666666666667,28.0
3.0,37500.0,25.0,4.0,0,58.0,0,1.0019444444444443,49.0
2.0,23000.0,15.0,3.0,1,37.0,0,1.0019444444444443,15.0
4.0,60500.0,22.5,5.0,1,49.0,0,1.0016666666666667,29.0
3.0,34500.0,15.0,4.0,1,35.0,0,1.0016666666666667,28.0
9.0,117000.0,30.0,10.0,1,35.0,0,1.0186111111111111,26.0
2.0,24500.0,22.5,3.0,0,33.0,0,1.0019444444444443,19.0
10.0,277800.0,30.0,11.0,1,39.0,0,1.0019444444444443,29.0
6.0,162400.0,45.0,7.0,1,39.0,0,1.0019444444444443,22.0
5.0,82750.0,21.0,6.0,1,44.0,0,1.0186111111111111,23.0
1.0,11500.0,15.0,2.0,1,38.0,0,1.0191666666666668,6.0
9.0,206850.0,28.33333333333333,10.0,1,47.0,0,1.0186111111111111,27.0
13.0,272625.0,32.30769230769231,14.0,1,33.0,0,1.002222222222222,27.0
3.0,34500.0,15.0,4.0,1,40.0,0,1.002222222222222,5.0
2.0,26000.0,30.0,3.0,1,35.0,0,1.0019444444444443,25.0
2.0,26000.0,30.0,3.0,0,35.0,0,1.0016666666666667,20.0
2.0,23000.0,15.0,3.0,1,47.0,0,1.0016666666666667,16.0
11.0,344600.0,30.0,12.0,1,44.0,0,1.018333333333333,12.0
9.0,190900.0,28.33333333333333,10.0,1,50.0,0,1.0019444444444443,29.0
2.0,26000.0,30.0,3.0,0,42.0,0,1.0019444444444443,40.0
6.0,87300.0,27.5,7.0,1,40.0,0,1.0194444444444444,28.0
5.0,57500.0,15.0,6.0,0,35.0,0,1.0016666666666667,21.0
1.0,13000.0,30.0,2.0,1,41.0,0,1.002222222222222,27.0
2.0,23000.0,15.0,3.0,0,37.0,0,1.0016666666666667,24.0
4.0,49400.0,30.0,5.0,1,42.0,0,1.0016666666666667,23.0
9.0,219300.0,25.0,10.0,0,47.0,0,1.0019444444444443,25.0
2.0,23000.0,15.0,3.0,1,34.0,0,1.0016666666666667,16.0
2.0,26000.0,30.0,3.0,1,50.0,0,1.0016666666666667,38.0
1.0,11500.0,15.0,2.0,1,38.0,0,1.018888888888889,11.0
1.0,13000.0,30.0,2.0,1,40.0,0,1.0186111111111111,22.0
12.0,336200.0,30.0,13.0,0,38.0,0,1.0016666666666667,31.0
1.0,11500.0,15.0,2.0,1,28.0,0,1.018888888888889,13.0
8.0,158600.0,30.0,9.0,1,32.0,0,1.0016666666666667,37.0
6.0,78000.0,30.0,7.0,1,43.0,0,1.018333333333333,19.0
1.0,13000.0,30.0,2.0,0,39.0,0,1.0191666666666668,26.0
7.0,145600.0,30.0,8.0,0,45.0,0,1.0019444444444443,27.0
3.0,37500.0,25.0,4.0,0,42.0,0,1.0019444444444443,26.0
2.0,26000.0,30.0,4.0,1,38.0,0,1.0016666666666667,27.0
1.0,13000.0,30.0,2.0,1,43.0,0,1.018888888888889,13.0
1.0,13000.0,30.0,2.0,1,44.0,0,1.0191666666666668,27.0
5.0,65000.0,30.0,6.0,0,32.0,0,1.0019444444444443,29.0
2.0,23000.0,15.0,3.0,0,53.0,0,1.0027777777777778,14.0
16.0,579650.0,27.1875,17.0,0,38.0,0,1.002222222222222,25.0
6.0,101250.0,15.0,7.0,0,59.0,0,1.0019444444444443,28.0
9.0,186400.0,23.33333333333333,10.0,1,40.0,0,1.0019444444444443,28.0
2.0,24500.0,30.0,3.0,1,42.0,0,1.0016666666666667,33.0
2.0,22500.0,15.0,3.0,1,33.0,0,1.0019444444444443,31.0
7.0,159850.0,30.0,8.0,1,45.0,0,1.0186111111111111,25.0
11.0,289150.0,32.72727272727273,12.0,1,38.0,0,1.002222222222222,27.0
1.0,11500.0,15.0,2.0,1,42.0,0,1.0191666666666668,16.0
1.0,13000.0,30.0,2.0,0,33.0,0,1.0030555555555556,30.0
1.0,13000.0,30.0,2.0,1,42.0,0,1.0191666666666668,16.0
8.0,172450.0,30.0,9.0,1,33.0,0,1.0186111111111111,32.0
2.0,26000.0,30.0,3.0,1,45.0,0,1.0016666666666667,29.0
7.0,124800.0,30.0,8.0,1,46.0,0,1.002222222222222,12.0
14.0,361900.0,28.928571428571427,15.0,1,40.0,0,1.0033333333333334,30.0
6.0,106375.0,30.0,7.0,1,36.0,0,1.0019444444444443,8.0
6.0,82375.0,20.0,7.0,1,32.0,0,1.0016666666666667,10.0
1.0,11500.0,15.0,2.0,1,50.0,0,1.0027777777777778,12.0
9.0,213800.0,30.0,10.0,1,35.0,0,1.018333333333333,29.0
1.0,13000.0,30.0,2.0,1,31.0,0,1.0194444444444444,29.0
2.0,26000.0,30.0,3.0,1,47.0,0,1.0027777777777778,27.0
4.0,50500.0,26.25,5.0,1,35.0,0,1.0030555555555556,28.0
15.0,524400.0,31.0,16.0,0,47.0,0,1.002222222222222,18.0
3.0,37500.0,25.0,4.0,1,46.0,0,1.0019444444444443,28.0
2.0,23000.0,15.0,3.0,0,39.0,0,1.0016666666666667,18.0
3.0,47500.0,20.0,4.0,0,45.0,0,1.0016666666666667,29.0
9.0,176200.0,20.0,10.0,0,30.0,0,1.002222222222222,27.0
1.0,11500.0,15.0,2.0,0,33.0,0,1.0019444444444443,34.0
11.0,344700.0,30.0,12.0,1,40.0,0,1.0019444444444443,30.0
1.0,13000.0,30.0,2.0,0,31.0,0,1.0033333333333334,33.0
2.0,26000.0,30.0,3.0,1,37.0,0,1.0016666666666667,28.0
7.0,140075.0,30.0,8.0,1,38.0,0,1.0019444444444443,24.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.0191666666666668,9.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.002222222222222,18.0
1.0,11500.0,15.0,2.0,1,31.0,0,1.018888888888889,9.0
3.0,37500.0,25.0,4.0,0,33.0,0,1.018888888888889,18.0
1.0,13000.0,30.0,2.0,1,42.0,0,1.0191666666666668,28.0
4.0,63500.0,30.0,5.0,1,36.0,0,1.0019444444444443,30.0
5.0,83000.0,21.0,6.0,1,46.0,0,1.003611111111111,28.0
2.0,26000.0,30.0,3.0,1,50.0,0,1.0197222222222222,29.0
10.0,144600.0,28.5,11.0,1,29.0,0,1.018888888888889,25.0
1.0,11500.0,15.0,2.0,0,44.0,0,1.002222222222222,15.0
6.0,109500.0,25.0,7.0,0,51.0,0,1.018888888888889,29.0
2.0,26000.0,30.0,3.0,0,39.0,1,1.0016666666666667,29.0
1.0,13000.0,30.0,2.0,0,50.0,1,1.0191666666666668,29.0
13.0,264150.0,23.07692307692308,14.0,1,42.0,0,1.018888888888889,24.0
4.0,62000.0,26.25,5.0,1,35.0,0,1.0019444444444443,33.0
6.0,111800.0,30.0,7.0,1,33.0,0,1.0019444444444443,27.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.0052777777777775,20.0
9.0,180900.0,28.33333333333333,10.0,0,41.0,0,1.0019444444444443,46.0
6.0,79750.0,15.0,7.0,0,52.0,0,1.0019444444444443,16.0
1.0,11500.0,15.0,2.0,0,29.0,0,1.0194444444444444,14.0
4.0,60500.0,22.5,5.0,1,35.0,0,1.0013888888888889,55.0
2.0,26000.0,30.0,3.0,0,44.0,0,1.0016666666666667,39.0
2.0,24500.0,22.5,3.0,1,37.0,0,1.0016666666666667,17.0
1.0,13000.0,30.0,2.0,1,44.0,0,1.0197222222222222,17.0
2.0,26000.0,30.0,3.0,1,32.0,0,1.0016666666666667,29.0
4.0,60500.0,22.5,5.0,0,45.0,0,1.0019444444444443,30.0
2.0,26000.0,30.0,3.0,0,40.0,0,1.0016666666666667,27.0
1.0,13000.0,30.0,2.0,0,41.0,0,1.0033333333333334,32.0
9.0,170650.0,33.333333333333336,10.0,1,34.0,0,1.0186111111111111,30.0
6.0,94250.0,22.5,7.0,1,45.0,0,1.0186111111111111,17.0
8.0,192400.0,33.75,9.0,0,38.0,0,1.018333333333333,26.0
1.0,11500.0,15.0,2.0,1,48.0,0,1.0186111111111111,11.0
3.0,39000.0,30.0,4.0,1,35.0,0,1.0016666666666667,30.0
4.0,75687.5,22.5,5.0,1,42.0,0,1.0019444444444443,27.0
1.0,13000.0,30.0,2.0,1,44.0,0,1.0194444444444444,28.0
1.0,13000.0,30.0,2.0,1,31.0,0,1.018888888888889,26.0
1.0,13000.0,30.0,2.0,0,43.0,0,1.0191666666666668,28.0
1.0,11500.0,15.0,2.0,1,31.0,0,1.0202777777777778,13.0
7.0,135750.0,17.142857142857142,8.0,1,49.0,0,1.0019444444444443,28.0
7.0,146400.0,30.0,8.0,1,41.0,0,1.0019444444444443,28.0
6.0,69000.0,15.0,7.0,1,36.0,0,1.0019444444444443,14.0
7.0,128950.0,30.0,8.0,1,44.0,0,1.0019444444444443,30.0
6.0,134750.0,30.0,7.0,1,43.0,0,1.0025,28.0
2.0,26000.0,30.0,3.0,1,42.0,0,1.0016666666666667,26.0
1.0,13000.0,30.0,2.0,1,43.0,0,1.0197222222222222,35.0
9.0,210100.0,26.666666666666668,10.0,1,41.0,0,1.0019444444444443,27.0
6.0,118900.0,27.5,7.0,0,35.0,0,1.0016666666666667,29.0
2.0,26000.0,30.0,3.0,1,39.0,0,1.0019444444444443,31.0
2.0,26000.0,30.0,3.0,1,43.0,0,1.0019444444444443,19.0
6.0,131800.0,30.0,7.0,1,39.0,0,1.0016666666666667,27.0
2.0,26000.0,30.0,3.0,1,42.0,0,1.0019444444444443,29.0
5.0,88000.0,30.0,6.0,0,38.0,0,1.0019444444444443,27.0
13.0,370600.0,23.07692307692308,14.0,1,33.0,0,1.0186111111111111,26.0
2.0,24500.0,22.5,3.0,1,31.0,0,1.0030555555555556,30.0
12.0,380800.0,33.75,13.0,1,41.0,0,1.0186111111111111,28.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.0025,30.0
1.0,13000.0,30.0,2.0,1,41.0,0,1.002222222222222,34.0
7.0,168600.0,34.285714285714285,8.0,1,55.0,0,1.0016666666666667,26.0
3.0,37500.0,25.0,4.0,1,33.0,0,1.0019444444444443,25.0
1.0,13000.0,30.0,2.0,0,34.0,0,1.0016666666666667,32.0
10.0,279150.0,28.5,11.0,1,42.0,0,1.0055555555555555,29.0
1.0,11500.0,15.0,2.0,0,37.0,0,1.018888888888889,14.0
3.0,37500.0,25.0,4.0,1,40.0,0,1.0019444444444443,28.0
1.0,13000.0,30.0,2.0,0,37.0,0,1.0197222222222222,8.0
1.0,13000.0,30.0,2.0,1,38.0,1,1.0202777777777778,4.0
9.0,172300.0,30.0,10.0,1,37.0,0,1.0019444444444443,26.0
2.0,24500.0,22.5,3.0,1,36.0,0,1.0019444444444443,27.0
7.0,100987.5,21.428571428571427,8.0,1,59.0,0,1.0019444444444443,14.0
1.0,11500.0,15.0,2.0,0,36.0,0,2.307777777777778,0.0
1.0,11500.0,15.0,2.0,0,32.0,0,1.003611111111111,29.0
1.0,11500.0,15.0,2.0,1,38.0,0,1.02,14.0
3.0,37500.0,25.0,4.0,0,42.0,0,1.0016666666666667,34.0
5.0,89750.0,15.0,6.0,1,37.0,0,1.002222222222222,14.0
11.0,283400.0,23.181818181818183,12.0,1,38.0,0,1.0016666666666667,26.0
1.0,11500.0,15.0,2.0,1,33.0,0,1.018888888888889,7.0
5.0,87500.0,30.0,6.0,1,38.0,0,1.0016666666666667,30.0
8.0,124750.0,28.125,9.0,1,36.0,0,1.0025,52.0
10.0,257050.0,31.5,11.0,1,31.0,0,1.0019444444444443,28.0
1.0,13000.0,30.0,2.0,1,40.0,0,1.0027777777777778,29.0
5.0,104250.0,21.0,6.0,1,44.0,0,1.0025,23.0
2.0,25500.0,30.0,3.0,1,36.0,0,1.0019444444444443,31.0
3.0,34500.0,15.0,4.0,1,44.0,0,1.0016666666666667,26.0
1.0,13000.0,30.0,2.0,1,57.0,0,1.002222222222222,34.0
1.0,13000.0,30.0,2.0,1,35.0,0,1.0019444444444443,29.0
1.0,13000.0,30.0,2.0,0,37.0,0,1.018888888888889,23.0
3.0,34500.0,15.0,4.0,1,44.0,0,1.0019444444444443,14.0
1.0,11500.0,15.0,2.0,0,39.0,0,1.0019444444444443,28.0
1.0,13000.0,30.0,2.0,1,40.0,0,1.0194444444444444,27.0
8.0,149500.0,18.75,9.0,1,53.0,0,1.0016666666666667,25.0
8.0,151800.0,22.5,9.0,0,44.0,0,1.0019444444444443,28.0
1.0,11500.0,15.0,2.0,0,35.0,0,1.018888888888889,28.0
2.0,26000.0,30.0,3.0,1,34.0,0,1.0016666666666667,11.0
1.0,11500.0,15.0,2.0,1,42.0,0,1.0019444444444443,14.0
1.0,13000.0,30.0,2.0,1,36.0,0,1.0016666666666667,30.0
3.0,39000.0,30.0,4.0,0,56.0,0,1.0016666666666667,25.0
1.0,13000.0,30.0,2.0,1,35.0,0,1.0052777777777775,31.0
6.0,130025.0,20.0,7.0,1,44.0,0,1.018333333333333,30.0
1.0,11500.0,15.0,2.0,1,41.0,0,1.0194444444444444,13.0
2.0,26000.0,30.0,3.0,1,37.0,0,1.003611111111111,30.0
12.0,369150.0,40.0,13.0,1,29.0,0,1.002222222222222,37.0
2.0,24500.0,22.5,3.0,1,49.0,0,1.0016666666666667,35.0
9.0,248400.0,33.333333333333336,10.0,1,39.0,0,1.0186111111111111,32.0
8.0,220850.0,37.5,9.0,0,29.0,0,1.018888888888889,27.0
5.0,101800.0,36.0,6.0,1,39.0,0,1.0016666666666667,30.0
6.0,133275.0,22.5,7.0,1,39.0,0,1.0027777777777778,30.0
3.0,49000.0,25.0,4.0,1,41.0,0,1.0016666666666667,27.0
4.0,62000.0,26.25,5.0,0,48.0,0,1.002222222222222,28.0
8.0,175350.0,37.5,9.0,1,30.0,0,1.005,30.0
7.0,90900.0,15.0,8.0,1,35.0,0,1.0019444444444443,13.0
2.0,26000.0,30.0,3.0,1,36.0,0,1.0016666666666667,23.0
1.0,13000.0,30.0,2.0,0,31.0,0,1.0027777777777778,34.0
1.0,13000.0,30.0,2.0,1,42.0,0,1.002222222222222,26.0
1.0,13000.0,30.0,2.0,0,34.0,0,1.0041666666666669,30.0
7.0,137650.0,19.285714285714285,8.0,1,50.0,0,1.0186111111111111,28.0
1.0,13000.0,30.0,2.0,1,42.0,0,1.0205555555555557,20.0
2.0,26000.0,30.0,3.0,1,39.0,0,1.0016666666666667,28.0
1.0,11500.0,15.0,2.0,1,35.0,0,1.018888888888889,21.0
9.0,186000.0,25.0,10.0,1,40.0,0,1.0186111111111111,29.0
5.0,95800.0,24.0,6.0,1,41.0,0,1.0016666666666667,27.0
1.0,13000.0,30.0,2.0,1,40.0,0,1.0038888888888888,29.0
3.0,50000.0,30.0,4.0,1,28.0,0,1.0019444444444443,25.0
1.0,11500.0,15.0,2.0,1,31.0,0,1.018888888888889,10.0
1.0,11500.0,15.0,2.0,1,36.0,0,1.0033333333333334,16.0
1.0,13000.0,30.0,2.0,1,39.0,0,1.018888888888889,23.0
2.0,25500.0,30.0,3.0,1,31.0,0,1.0016666666666667,28.0
12.0,359400.0,40.0,13.0,1,38.0,0,1.0019444444444443,21.0
2.0,23000.0,15.0,3.0,0,34.0,0,1.0019444444444443,14.0
1.0,11500.0,15.0,2.0,1,43.0,0,1.018888888888889,8.0
15.0,342850.0,26.0,16.0,1,48.0,0,1.0019444444444443,35.0
1.0,11500.0,15.0,2.0,1,38.0,0,1.002222222222222,12.0
1.0,11500.0,15.0,2.0,1,36.0,0,1.0019444444444443,13.0
2.0,24500.0,22.5,3.0,1,45.0,0,1.0016666666666667,14.0
6.0,110250.0,27.5,7.0,1,37.0,0,1.0016666666666667,28.0
1.0,11500.0,15.0,2.0,1,40.0,0,1.0186111111111111,9.0
2.0,26000.0,30.0,3.0,1,38.0,0,1.002222222222222,31.0
1.0,13000.0,30.0,2.0,1,46.0,0,1.0191666666666668,27.0
3.0,34500.0,15.0,4.0,1,36.0,0,1.0019444444444443,14.0
4.0,60500.0,22.5,5.0,1,39.0,0,1.002222222222222,25.0
7.0,154525.0,30.0,8.0,1,37.0,0,1.0186111111111111,26.0
8.0,125600.0,18.75,9.0,1,34.0,0,1.0019444444444443,19.0
6.0,109500.0,25.0,7.0,1,42.0,0,1.0019444444444443,21.0
3.0,39000.0,30.0,4.0,1,45.0,0,1.0016666666666667,29.0
1.0,11500.0,15.0,2.0,1,32.0,0,1.018888888888889,7.0
5.0,70500.0,18.0,6.0,0,42.0,0,1.0019444444444443,14.0
1.0,13000.0,30.0,2.0,1,29.0,0,1.018888888888889,21.0
7.0,149550.0,21.428571428571427,8.0,1,35.0,0,1.0019444444444443,29.0
14.0,424800.0,28.928571428571427,15.0,1,43.0,0,1.0027777777777778,28.0
11.0,293300.0,23.181818181818183,12.0,1,39.0,0,1.0016666666666667,31.0
4.0,62000.0,26.25,5.0,1,41.0,0,1.0027777777777778,32.0
2.0,23000.0,15.0,3.0,1,38.0,0,1.0016666666666667,12.0
5.0,72750.0,24.0,6.0,1,38.0,0,1.0016666666666667,25.0
